年份,特材代碼,特材代碼前五碼,核價類別名稱,中英文品名,產品型號/規格,單位,支付點數,申請者簡稱,許可證字號,中文品名,英文品名,點數變更記錄
111, SCV01B918MV7,SCV01, 血管夾HEMO CILP(TITANIUM)，M TYPE，單發," ""維達力克"" 鈦金屬血管夾""VITALITEC"" NINE CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(MEDIUM)",B9180;B9135;L9180, EA,16.7,亞衛,衛署醫器輸字第023272號,,,0
111, SCV0102200TX,SCV01, 血管夾HEMO CILP(TITANIUM)，M TYPE，單發," ""TELEFLEX"" HORIZON METAL LIGATING CLIPS ""泰利芙斯""金屬血管夾(中) 6;24 CLIPS/排(M)",002200;002204, CLIP,16.7,泰利福,衛署醫器輸字第024639號,,,0
111, SCV01FD800TX,SCV01, 血管夾HEMO CILP(TITANIUM)，M TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip-TITANIUM (MEDIUM)",523800, CLIP,16.7,泰利福,衛署醫器輸字第008063號,,,0
111, SCV01LT300JJ,SCV01, 血管夾HEMO CLIP(TITANIUM)，M-L TYPE，單發, TITANIUM LIGA CLIP (M-L) 6 CLIP/排,LT-300, CLIP,18.8,壯生,衛署醫器輸字第002573號,,,0
111, SCV01V312MV7,SCV01, 血管夾HEMO CLIP(TITANIUM)，M-L TYPE，單發," ""維達力克"" 鈦金屬血管夾系統(中-大)""VITALITEC"" SLS-CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(MEDIUM/LARGE)",V3120-1, EA,18.8,亞衛,衛署醫器輸字第021306號,,,0
111, SCV01V912MV7,SCV01, 血管夾HEMO CLIP(TITANIUM)，M-L TYPE，單發," ""維達力克"" 鈦金屬血管夾(中大)""VITALITEC"" NINE CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(MEDIUM/LARGE)",V9120, EA,18.8,亞衛,衛署醫器輸字第023272號,,,0
111, SCV0103200TX,SCV01, 血管夾HEMO CLIP(TITANIUM)，M-L TYPE，單發," ""TELEFLEX"" HORIZON METAL LIGATING CLIPS ""泰利芙斯""金屬血管夾(中-大) 6;24 CLIPS/排(M-L)",003200;003204, CLIP,18.8,泰利福,衛署醫器輸字第024639號,,,0
111, SCV01FD860TX,SCV01, 血管夾HEMO CLIP(TITANIUM)，M-L TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip-TITANIUM(MEDIUM-LARGE)",523860, CLIP,18.8,泰利福,衛署醫器輸字第008063號,,,0
111, SCV01LT100JJ,SCV01, 血管夾HEMO CLIP(TITANIUM)，S TYPE，單發, TITANIUM LIGA CLIP (S) 6 CLIP/排,001200;001204;001201;001205;005200(刪除產品型號001200;001204;001201;001205;005200自1080701生效);(型號重整:LT-100自1080701生效), CLIP,14.6,壯生,衛署醫器輸字第002573號,,,0
111, SCV01J118SV7,SCV01, 血管夾HEMO CLIP(TITANIUM)，S TYPE，單發," ""維達力克"" 鈦金屬血管夾系統(小)""VITALITEC"" SLS-CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(SMALL)",J1180-1;(R1180-1;J1120-1;R1120-1;自101年10月1日生效), EA,14.6,亞衛,衛署醫器輸字第021306號,,,0
111, SCV01J918SV7,SCV01, 血管夾HEMO CLIP(TITANIUM)，S TYPE，單發," ""維達力克"" 鈦金屬血管夾(小)""VITALITEC"" NINE CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(SMALL)",J9180;R9180;J9135;R9135, EA,14.6,亞衛,衛署醫器輸字第023272號,,,0
111, SCV0101200TX,SCV01, 血管夾HEMO CLIP(TITANIUM)，S TYPE，單發," ""TELEFLEX"" HORIZON METAL LIGATING CLIPS ""泰利芙斯""金屬血管夾(小) 6;24 CLIPS/排(S)",001200;001204;001201;001205;005200, CLIP,14.6,泰利福,衛署醫器輸字第024639號,,,0
111, SCV01FD835TX,SCV01, 血管夾HEMO CLIP(TITANIUM)，S TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip-TITANIUM (SMALL)",523835, CLIP,14.6,泰利福,衛署醫器輸字第008063號,,,0
111, SCV01FD170TX,SCV01, 血管夾HEMO CLIP(STAINLESS STEEL)， L TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip(L) 每盒10排，每排15CLIP",523470, CLIP,29.4,泰利福,衛署醫器輸字第008063號,,,0
111, SCV01FD300TX,SCV01, 血管夾HEMO CLIP(STAINLESS STEEL)， M TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip(M) 每盒20排，每排10CLIP",523600, CLIP,15.0,泰利福,衛署醫器輸字第008063號,,,0
111, SCV01FD360TX,SCV01, 血管夾HEMO CLIP(STAINLESS STEEL)， M-L TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip (ML) 每盒16排，每排10CLIP",523660, CLIP,18.6,泰利福,衛署醫器輸字第008063號,,,0
111, SCV01FD135TX,SCV01, 血管夾HEMO CLIP(STAINLESS STEEL)， S TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip(S) 每盒12排，每排25CLIP",523435, CLIP,12.5,泰利福,衛署醫器輸字第008063號,,,0
111, SCV01FD335TX,SCV01, 血管夾HEMO CLIP(STAINLESS STEEL)， S TYPE，單發," ""泰利芙斯""血管夾""Teleflex Medical"" Hemoclip(S) 每盒24排，每排10CLIP",523635, CLIP,12.5,泰利福,衛署醫器輸字第008063號,,,0
111, SCV011500NS6,SCV01, 顯微血管夾MICRO VASCULAR CLIP, “司堅倫”單次用哈巴狗血管夾“SCANLAN”SINGLE-USE BULLDOG CLAMP,1001-500:1001-505, 支,192.0,曆嶸,衛署醫器輸字第024148號,,,0
109,FPP0110039EJ,FPP01,MINI BURR HOLE PLATE,2.0 MM MINI LARGE BUR HOLE PLATE 6 HOLE ,210-0039,EA,5873.0,歐強,衛署醫器輸字第014228號,,,0
109,FPP0142011Y2,FPP01,MINI BURR HOLE PLATE,”亞太醫療”顱顏面骨板系統/瓣型骨板”SYNTEC”CRANIOMAXILLOFACIAL PLATE SYSTEM/BURR HOLE COVER PLATE 0.6MM,055-420161-1.2;055-420162-1.2;055-420163-1.2;PT420161:164; 1.2-91001:005;2.0-91001:005;PT42007;PT42010;PT42014,個,5873.0,亞太醫療,衛部醫器製字第005059號,,,0
109,FPP0147910S1,FPP01,MINI BURR HOLE PLATE,MINI BURR HOLE COVER 1.5，2.0 6 HOLES,446.900:910;447.910,EA,5873.0,壯生,衛署醫器輸字第008059號,,,0
109,FPP0149024XU,FPP01,MINI BURR HOLE PLATE,”合碩”顱顏骨固定系統:鑽孔蓋型骨板，6洞”CUSMED” CMF FIXATION SYSTEM:COMBINE CMF  MINI BONE PLATE，PURE TITANIUM，BURR HOLE COVER ，6HOLE,9490.2204.06;9490.2205.06;9490.2206.06;9490.2207.06;9490.2204.06S;9490.2205.06S;9490.2206.06S;9490.2207.06S,EA,5873.0,合碩,衛署醫器製字第004002號,,,0
109,FPP0149124XU,FPP01,MINI BURR HOLE PLATE,”合碩”顱顏骨固定系統:引流鑽孔蓋，骨板，5洞”CUSMED” CMFFIXATION SYSTEM:COMBINE CMF  MINI BONE PLATE，PURE TITANIUM，BURR HOLE COVER FOR SHUNT OR DRAINAGE ，5HOLE,9491.2204.05;9491.2205.05;9491.2206.05;9491.2207.05;9491.2204.05S;9491.2205.05S;9491.2206.05S;9491.2207.05S,EA,5873.0,合碩,衛署醫器製字第004002號,,,0
109,FPP07DCP16Y2,FPP07,MINI BURR HOLE PLATE,”亞太醫療”顱顏面骨板系統/引流顱孔板”SYNTEC”CRANIOMAXILLOFACIAL PLATE SYSTEM/DRAINAGE CRANIAL PORE PLATE 0.6MM,CPT-001:007;CPT-010:013;DCP-012;DCP-016;DCP-018;DCP-020;DCP-030,個,5873.0,亞太醫療,衛部醫器製字第005059號,,,0
109,FPP0147018S1,FPP01,MINI PLATE(特殊規格),2.0MM MANDIBLE MINI PLATE 6HOLE，70D(轉70度) TWISTED 40MM ,447.017:018,EA,2001.0,壯生,衛署醫器輸字第008059號,,,0
109,FPP0107085WR,FPP01,MINI PLATE 2:5HOLE CUVED(Z PLATE),”拜而美”顱顏頜骨固定系統-Z型骨板4孔，厚0.6 MM”BIOMET MICROFIXATION” MIDFACE PLATING SYSTEM - Z PLATE 4 HOLE， T 0.6 MM,01-708-5;6;(01-808-1:4自1080501起生效),個,1626.0,德芮達,衛部醫器輸字第030012號,,,0
109,FPP0109226WR,FPP01,MINI PLATE 6:10 HOLE CUVED,”拜而美”顱顏頜骨固定系統-角度骨板6;8孔，厚1 MM”BIOMET MICROFIXATION” MIDFACE PLATING SYSTEM - ANGLE PLATE 6;8 HOLE，T 1 MM,01-922-6;8;9,個,1836.0,德芮達,衛部醫器輸字第030012號,,,0
109,FPP01T4103WR,FPP01,MINI PLATE 6:10 HOLE CUVED,”拜而美”顱顏頜面骨重建系統-彎曲骨板7孔/1MM”BIOMET MICROFIXATION” TRAUMAONE PLATING SYSTEM-CUVED PLATE 7HOLE/1MM,42-1003,個,1836.0,德芮達,衛部醫器輸字第030316號,,,0
109,FPP0105188LE,FPP01,MINI　ORBITAL(CURVED)　PLATE　4:12HOLE,STRYKER LEIBINGER UNIVERSAL MANDIBLE SYSTEM：1.7MM MID-FACE CURVED PLATE 4-10 HOLES ,55-05188;55-06754;55-06750;(55-05758自1000101生效),EA,1416.0,史賽克,衛署醫器輸字第010537號,,,0
109,FPP0106181LE,FPP01,MINI　ORBITAL(CURVED)　PLATE　4:12HOLE,LOW PROFILE ORBITA PLATE CURVE 6，8 HOLE 0.6MM REGULAR ,54-06181:2,EA,1416.0,史賽克,衛署醫器輸字第009627號,,,0
109,FPP0108586LE,FPP01,MINI　ORBITAL(CURVED)　PLATE　4:12HOLE,2.0 MINI PLATE CURVED PLATE 12 HOLES ,55-08586,EA,1416.0,史賽克,衛署醫器輸字第010537號,,,0
109,FPP0109222WR,FPP01,MINI　ORBITAL(CURVED)　PLATE　4:12HOLE,”拜而美”顱顏頜骨固定系統-2.0系統/厚1.0MM彎曲骨板4孔”BIOMET MICROFIXATION” MIDFACE PLATING SYSTEM-2.0 SYSTEM/T 1.0 MM 4 HOLE CURVED PLATE,01-922-2;4,個,1416.0,德芮達,衛部醫器輸字第030012號,,,0
109,FPP0142010Y2,FPP01,MINI　ORBITAL(CURVED)　PLATE　4:12HOLE,”亞太醫療”顱顏面骨板系統/迷你眼眶用骨板6-8孔”SYNTEC”CRANIOMAXILLOFACIAL PLATE SYSTEM/MINI ORBITA PLATE，CURVEDE 6-8HOLE 0.6，1.0MM,PT420140;PT420141;PT420258; PT420259,個,1416.0,亞太醫療,衛部醫器製字第005059號,,,0
109,FPP0143022XU,FPP01,MINI　ORBITAL(CURVED)　PLATE　4:12HOLE,”合碩”顱顏骨固定系統:眼框形骨板，6洞，8洞”CUSMED”CMF FIXATION SYSTEM: MINI BONE PLATE，PURE TITANIUM，ORBITAL，6HOLE，8HOLE,9430.2202.06;9430.2203.08;9430.2202.06S;9430.2203.08S,EA,1416.0,合碩,衛署醫器製字第004002號,,,0
109,FPP0147220S1,FPP01,MINI　ORBITAL(CURVED)　PLATE　4:12HOLE,ORBITAL RIM PLATE 1.5，2.0 CURVED 8:12 HOLES ,446.180:220;447.180:220,EA,1416.0,壯生,衛署醫器輸字第008059號,,,0
109,FPP0147850S1,FPP01,"MINI PLATE DOUBLE H-NASAL,Y-NASAL 10:14HOLE",MINI H-PLATE 2.0 8:9 HOLES ,447.850:860,EA,3284.0,壯生,衛署醫器輸字第008059號,,,0
109,FPP010576NLE,FPP01,MINI L-PLATE 2:10HOLE,MINI LOCKING PLATE W/BAR 5-6 HOLE ,55-05761;55-05763;55-05765;55-05767,EA,1380.0,史賽克,衛署醫器輸字第010537號,,,0
109,FPP0106760LE,FPP01,MINI L-PLATE 2:10HOLE,1.7 MID-FACE L-PLATE 5-6 HOLES,55-06760:67,EA,1380.0,史賽克,衛署醫器輸字第010537號,,,0
109,FPP0108230LE,FPP01,MINI L-PLATE 2:10HOLE,2.0 MINI PLATE L-PLATE 4-9 HOLES,55-08230:37;55-08520:21,EA,1380.0,史賽克,衛署醫器輸字第010537號,,,0
109,FPP01086NNTF,FPP01,MINI L-PLATE 2:10HOLE,泰得瑞顱顏面骨板系統-L型骨板/4孔;5孔/厚度1.0MM TANDRY CMF PLATE SYSTEM-L PLATE/4HOLE;5HOLE/THICKNESS 1.0MM,T1-55-082-30:37,個,1380.0,全微精密,衛部醫器製字第006344號,,,0
109,FPP0109230WR,FPP01,MINI L-PLATE 2:10HOLE,”拜而美”顱顏頜骨固定系統-L型骨板2×2孔;厚1MM”BIOMET MICROFIXATION” MIDFACE PLATING SYSTEM-L PLATE,01-92-30:33;90;92,個,1380.0,德芮達,衛部醫器輸字第030012號,,,0
109,FPP0110001EJ,FPP01,MINI L-PLATE 2:10HOLE,2.0 MM MINI ”L” PLATE 4 HOLE ,210-0006;0008;0010;0012;0014;210-0016;210-0090:210-0093,EA,1380.0,歐強,衛署醫器輸字第014228號,,,0
109,FPP0110021EJ,FPP01,MINI L-PLATE 2:10HOLE,2.0 MM MINI L PLATE 4 HOLE ,210-0206;0208;0210;0212;210-0214;0216,EA,1380.0,歐強,衛署醫器輸字第014228號,,,0
109,FPP0120221Y2,FPP01,MINI L-PLATE 2:10HOLE,MINI PLATE 1.0MM 4HOLE L-SHAPE,420221:420228,EA,1380.0,亞太,衛署醫器製字第000817號,,,0
109,FPP0142004Y2,FPP01,MINI L-PLATE 2:10HOLE,”亞太醫療”顱顏面骨板系統/迷你L型骨板4-8孔”SYNTEC”CRANIOMAXILLOFACIAL PLATE SYSTEM/MINI L-SHAPE PLATE 4-8HOLE 0.6，1.0MM,PT420121;PT420122;PT420123;PT420124;PT420221;PT420222;PT420223;PT420224;PT420225;PT420226;PT420227;PT420228;PT420229-R;PT420230-R;PT420243-R;PT420229-L;PT420230-L;PT420243-L,個,1380.0,亞太醫療,衛部醫器製字第005059號,,,0
109,FPP0142123XU,FPP01,MINI L-PLATE 2:10HOLE,”合碩”顱顏骨固定系統:L形骨板4洞;5洞;8洞”CUSMED”CMF FIXATION SYSTEM: MINI BONE PLATE TITANIUM L-TYPE 4HOLE;5HOLE;8HOLE,9421.2203.04;9421.2204.05;9421.2205.08;9421.2203.04S;9421.2204.05S;9421.2205.08S,EA,1380.0,合碩,衛署醫器製字第004002號,,,0
109,FPP0142224XU,FPP01,MINI L-PLATE 2:10HOLE,”合碩”顱顏骨固定系統:L中長形骨板4:5洞”CUSMED”CMF FIXATION SYSTEM: MINI BONE PLATE TITANIUM L-TYPE 4:5HOLE,9422.2204.04;9422.2205.04;9422.2206.05;9422.2207.05;9422.2204.04S;9422.2205.04S;9422.2206.05S;9422.2207.05S,EA,1380.0,合碩,衛署醫器製字第004002號,,,0
109,FPP0142324XU,FPP01,MINI L-PLATE 2:10HOLE,”合碩”顱顏骨固定系統:L中長形骨板4:5洞”CUSMED”CMF FIXATION SYSTEM: MINI BONE PLATE TITANIUM L-TYPE 4:5HOLE,9423.2204.04;9423.2205.04;9423.2206.05;9423.2207.05;9423.2204.04S;9423.2205.04S;9423.2206.05S;9423.2207.05S,EA,1380.0,合碩,衛署醫器製字第004002號,,,0
109,FPP0142424XU,FPP01,MINI L-PLATE 2:10HOLE,”合碩”顱顏骨固定系統;斜L形骨板，4:5洞”CUSMED”CMF FIXATION SYSTEM:MINI BONE PLATE，PURE TITANIUM L-TYPE 4:5HOLE,9424.2204.04;9424.2205.04;9424.2206.05;9424.2207.05;9424.2204.04S;9424.2205.04S;9424.2206.05S;9424.2207.05S,EA,1380.0,合碩,衛署醫器製字第004002號,,,0
109,FPP0142524XU,FPP01,MINI L-PLATE 2:10HOLE,”合碩”顱顏骨固定系統;斜L形骨板，4:5洞”CUSMED”CMF FIXATION SYSTEM:MINI BONE PLATE，PURE TITANIUM L-TYPE 4:5HOLE,9425.2204.04;9425.2205.04;9425.2206.05;9425.2207.05;9425.2204.04S;9425.2205.04S;9425.2206.05S;9425.2207.05S,EA,1380.0,合碩,衛署醫器製字第004002號,,,0
109,FPP01475NNS1,FPP01,MINI L-PLATE 2:10HOLE,L- PLATE 1.5，2.0 5:10 HOLES ,446.5XX;447.04X;5XX,EA,1380.0,壯生,衛署醫器輸字第008059號,,,0
109,FPP0106106LE,FPP01,MINI PLATE 2:5 HOLE STR,0.6，1.0MM MINI BONE PLATE 5，6HOLE REGULAR STR ,54-06106;55-10105:7;01-08206,EA,910.0,史賽克,衛署醫器輸字第009627號,,,0
109,FPP0106112LE,FPP01,MINI PLATE 2:5 HOLE STR,0.6，1.0MM MINI BONE PLATE 4 HOLE REGULAR STR ,54-06104;06112:3;01-08204,EA,910.0,史賽克,衛署醫器輸字第009627號,,,0
109,FPP0108203LE,FPP01,MINI PLATE 2:5 HOLE STR,2.0 MINI PLATE BAR 4-6 HOLES,55-08203:06;55-10563,EA,910.0,史賽克,衛署醫器輸字第010537號,,,0
109,FPP01083NNTF,FPP01,MINI PLATE 2:5 HOLE STR,泰得瑞顱顏面骨板系統-直骨板/4孔/厚度1.0MM TANDRY CMF PLATE SYSTEM-STRAIGHT PLATE/4HOLE/THICKNESS 1.0MM,T1-55-08203;08204;08205,個,910.0,全微精密,衛部醫器製字第006344號,,,0
109,FPP0109204WR,FPP01,MINI PLATE 2:5 HOLE STR,”拜而美”顱顏頜骨固定系統-直型骨板4孔;厚1MM”BIOMET MICROFIXATION” MIDFACE PLATING SYSTEM-STRAIGHT PLATE,01-92-04;05;15;88,個,910.0,德芮達,衛部醫器輸字第030012號,,,0
109,FPP0110030EJ,FPP01,MINI PLATE 2:5 HOLE STR,2.0 MM MINI STRAIGHT PLATE 4 HOLE ,210-0030;210-1030,EA,910.0,歐強,衛署醫器輸字第014228號,,,0
109,FPP0110230EJ,FPP01,MINI PLATE 2:5 HOLE STR,2.0 MM MINI STRAIGHT PLATE 4 HOLE ,210-0230;0231;0237,EA,910.0,歐強,衛署醫器輸字第014228號,,,0
109,FPP011054NLE,FPP01,MINI PLATE 2:5 HOLE STR,“史賽克 雷賓格爾”下頷骨系統迷你骨板4孔“STRYKER LEIBINGER” UNIVERSAL MANDIBLE SYSTEM MINI PLATE 4 HOLE,55-10504;55-10505;(55-10503自1030101生效),EA,910.0,史賽克,衛署醫器輸字第010537號,,,0
109,FPP011067NLE,FPP01,MINI PLATE 2:5 HOLE STR,MINI PLATE 4 HOLE W/BAR ,55-06704,EA,910.0,史賽克,衛署醫器輸字第010537號,,,0
109,FPP0120211Y2,FPP01,MINI PLATE 2:5 HOLE STR,MINI PLATE 1.0MM 4HOLE STR,420211;420212,EA,910.0,亞太,衛署醫器製字第000817號,,,0
109,FPP0141021XU,FPP01,MINI PLATE 2:5 HOLE STR,”合碩”顱顏骨固定系統-直行骨板2洞”CUSMED”CMF FIXATION SYSTEM:MINI BONE PLATE TITANIUM STR 2HOLE,9410.2201.02;9410.2201.02S,SET,910.0,合碩,衛署醫器製字第004002號,,,0
109,FPP0141122XU,FPP01,MINI PLATE 2:5 HOLE STR,”合碩”顱顏骨固定系統:直行骨板4洞”CUSMED”CMF FIXATION SYSTEM: COMBINE MINI BONE PLATE TITANIUM STR 4HOLE,9411.2202.04;9413.2206.04;9411.2202.04S;9413.2206.04S,EA,910.0,合碩,衛署醫器製字第004002號,,,0
109,FPP0142001Y2,FPP01,MINI PLATE 2:5 HOLE STR,”亞太醫療”顱顏面骨板系統/迷你直型板2-5孔”SYNTEC”CRANIOMAXILLOFACIAL PLATE SYSTEM/MINI STRAIGHT PLATE 2-5HOLE 0.6;1.0MM,PT420110;PT420111;PT420111-26;PT420110-L2;PT420111-L4;PT420210;PT420211;PT420211-26;PT420210-L2;PT420217;PT420212;PT420111-RF;PT420211-RF;Mini-4201,個,910.0,亞太醫療,衛部醫器製字第005059號,,,0
109,FPP0147004S1,FPP01,MINI PLATE 2:5 HOLE STR,MINI PLATE 1.5/2.0 2:4HOLE 16:28MM ,446.020:024;447.002:004;023,EA,910.0,壯生,衛署醫器輸字第008059號,,,0
109,FPP01S2284WR,FPP01,MINI PLATE 2:5 HOLE STR,”拜而美”顱顏頜面骨重建系統-直型骨板4孔/厚1.0MM””BIOMET MICROFIXATION” TRAUMAONE PLATING SYSTEM-4 HOLE STRAIGHT PLATE/T1.0MM,SP-2-284;375;376;(42-1004自1080301起生效),個,910.0,德芮達,衛部醫器輸字第030316號,,,0
109,FPP0106109LE,FPP01,MINI PLATE 6:10HOLE STR,0.6，1.0MM MINI BONE PLATE 8HOLE REGULAR STR,54-06109;01-08208,EA,1101.0,史賽克,衛署醫器輸字第009627號,,,0
109,FPP01087NNTF,FPP01,MINI PLATE 6:10HOLE STR,泰得瑞顱顏面骨板系統-直骨板/6孔/厚度1.0MM TANDRY CMF PLATE SYSTEM-STRAIGHT PLATE/6HOLE/THICKNESS 1.0MM,T1-55-08206,個,1101.0,全微精密,衛部醫器製字第006344號,,,0
109,FPP0109206WR,FPP01,MINI PLATE 6:10HOLE STR,”拜而美”顱顏頜骨固定系統-直型骨板6;8孔;厚1MM”BIOMET MICROFIXATION” MIDFACE PLATING SYSTEM-STRAIGHT PLATE,01-92-06:08;86;(01-9291自1080501起生效),個,1101.0,德芮達,衛部醫器輸字第030012號,,,0
109,FPP0110032EJ,FPP01,MINI PLATE 6:10HOLE STR,2.0 MM MINI STRAIGHT PLATE 10 HOLE ,210-0032,EA,1101.0,歐強,衛署醫器輸字第014228號,,,0
109,FPP0110106LE,FPP01,MINI PLATE 6:10HOLE STR,0.6，1.0MM MINI BONE PLATE 6HOLE LONG STR ,55-10106;54-06107:8;01-08207,EA,1101.0,史賽克,衛署醫器輸字第009627號,,,0
109,FPP011056NLE,FPP01,MINI PLATE 6:10HOLE STR,”史賽克雷賓格爾”下頷骨系統迷你骨板 6孔”STRYKER LEIBINGER” UNIVERSAL MANDIBLE SYSTEM MINI PLATE 6 HOLE,55-10506;(55-10507自1030101生效),EA,1101.0,史賽克,衛署醫器輸字第010537號,,,0
109,FPP011057NLE,FPP01,MINI PLATE 6:10HOLE STR,MINI STRAIGHT PLATE 8 HOLE ,55-06708,EA,1101.0,史賽克,衛署醫器輸字第010537號,,,0
109,FPP0111031EJ,FPP01,MINI PLATE 6:10HOLE STR,2.0 MM MINI STRAIGHT PLATE 6 HOLE ,210-1031,EA,1101.0,歐強,衛署醫器輸字第014228號,,,0
109,FPP0111032EJ,FPP01,MINI PLATE 6:10HOLE STR,2.0 MM MINI STRAIGHT PLATE 8 HOLE ,210-1032,EA,1101.0,歐強,衛署醫器輸字第014228號,,,0
109,FPP0120213Y2,FPP01,MINI PLATE 6:10HOLE STR,”亞太醫療”鈦合金顏面骨釘骨板系統:迷你直型骨板6-8洞”Syntec” Titanium Facial Bone Screw/Plate System-Mini Straight Plate6-8holes,420213:420215,EA,1101.0,亞太,衛署醫器製字第000817號,,,0
109,FPP0141126XU,FPP01,MINI PLATE 6:10HOLE STR,”合碩”顱顏骨固定系統:直行骨板6洞;8洞”CUSMED”CMF FIXATION SYSTEM:MINI BONE PLATE TITANIUM STR 6HOLE;8HOLE,9411.2203.06;9413.2207.06;9413.2208.08;9411.2203.06S;9413.2207.06S;9413.2208.08S,EA,1101.0,合碩,衛署醫器製字第004002號,,,0
109,FPP0142002Y2,FPP01,MINI PLATE 6:10HOLE STR,”亞太醫療”顱顏面骨板系統/迷你直型板6-8孔”SYNTEC”CRANIOMAXILLOFACIAL PLATE SYSTEM/MINI STRAIGHT PLATE 6-8HOLE 0.6，1.0MM,PT420112;PT420112-L6;PT420113;PT420213;PT420214;PT420218,個,1101.0,亞太醫療,衛部醫器製字第005059號,,,0
109,FPP0147016S1,FPP01,MINI PLATE 6:10HOLE STR,MINI PLATE 2.0 6HOLE 35:40MM ,447.015:016;025,EA,1101.0,壯生,衛署醫器輸字第008059號,,,0
109,FPP01S2402WR,FPP01,MINI PLATE 6:10HOLE STR,”拜而美”顱顏頜面骨重建系統-直型骨板9孔/1.2MM”BIOMET MICROFIXATION” TRAUMAONE PLATING SYSTEM-STRAIGHT PLATE 9 HOLE/1.2MM,SP-2402,個,1101.0,德芮達,衛部醫器輸字第030316號,,,0
109,FPP01T1007WR,FPP01,MINI PLATE 6:10HOLE STR,”拜而美”顱顏頜面骨重建系統-直型骨板7孔，厚1 MM”BIOMET MICROFIXATION” TRAUMAONE PLATING SYSTEM- STRAIGHT PLATE 7 HOLE; T 1 MM,42-1007;SP-2256,個,1101.0,德芮達,衛部醫器輸字第030316號,,,0
