年份,特材代碼,特材代碼前五碼,核價類別名稱,中英文品名,產品型號/規格,單位,支付點數,申請者簡稱,許可證字號,中文品名,英文品名,點數變更記錄
111, ACM01M2P2HGJ,ACM01, 多路連接頭/2-PORTS(500PSI)+2條中壓連接管(PVC可達500psi)+1條高壓連接管(雙層PU可達1200PSI)," ""JSM"" 2-PORTS MANIFOLDS (500PSI)+2條PRESSURE TUBING (PVC可達500PSI)+1條HIGH PRESSURE TUBING (雙層PU可達1200PSI)""吉生""多路引流器",06-102;122;202;242;302;362;402;482;602;722;842;962-101;201;301;481;721-12, SET,464.0,吉生,衛署醫器製字第003388號,,,0
111, ACM01M3P2HGJ,ACM01, 多路連接頭/3-PORTS(500PSI)+2條中壓連接管(PVC可達500psi)+1條高壓連接管(雙層PU可達1200PSI)," ""JSM"" 3-PORTS MANIFOLDS (500PSI)+2條PRESSURE TUBING (PVC可達500PSI)+1條HIGH PRESSURE TUBING (雙層PU可達1200PSI)""吉生""多路引流器",06-102;122;202;242;302;362;402;482;602;722;842;962-101;201;301;481;721-13, SET,478.0,吉生,衛署醫器製字第003388號,,,0
111, ACM01M4P2HGJ,ACM01, 多路連接頭/4-PORTS(500PSI)+2條中壓連接管(PVC可達500psi)+1條高壓連接管(雙層PU可達1200PSI)," ""JSM"" 4-PORTS MANIFOLDS (500PSI)+2條PRESSURE TUBING (PVC可達500PSI)+1條HIGH PRESSURE TUBING (雙層PU可達1200PSI)""吉生""多路引流器",06-102;122;202;242;302;362;402;482;602;722;842;962-101;201;301;481;721-14, SET,523.0,吉生,衛署醫器製字第003388號,,,0
111, ACM01MA2PUGJ,ACM01, 多路連接頭/2-PORTS 及高壓連接管(雙層可達1200psi)," ""JSM""MANIFOLDS(2 PORT/500PSI W/PU 1200PSI)""吉生""多路引流器",06-022005-04;06;06-122005-04;06, SET,287.0,吉生,衛署醫器製字第003227號,,,0
111, ACM012HFRXMR,ACM01, 多路連接頭/2-PORTS 及高壓連接管(雙層可達1200psi), MANIFOLD 2-PORTS W/ HIGH PRESSURE TUBING(雙層可達1200PSI),202HF-RX;502HF-RX, EA,287.0,科達,衛署醫器輸字第010140號,,,0
111, ACM01MA3PUGJ,ACM01, 多路連接頭/3-PORTS 及高壓連接管(雙層可達1200psi)," ""JSM""MANIFOLDS(3 PORT/500PSI W/PU 1200PSI)""吉生""多路引流器",06-023005-04;06, SET,287.0,吉生,衛署醫器製字第003227號,,,0
111, ACM01253RXMR,ACM01, 多路連接頭/3-PORTS 及高壓連接管(雙層可達1200psi), MANIFOLD 3 PORTS 200PSI;500PSI WITH HIGH PRESSURE TUBING 雙層 (可達1200PSI),203HF-RX;503HF-RX, EA,287.0,科達,衛署醫器輸字第010140號,,,0
111, ACM01MA2PVGJ,ACM01, 多路連接頭/2-PORTS 及高壓連接管(單層PVC可達1000psi)," ""JSM""MANIFOLDS(2 PORT/500PSI W/PVC 1000PSI)""吉生""多路引流器",06-012005-04;06;06-112005-04;06, SET,250.0,吉生,衛署醫器製字第003227號,,,0
111, ACM01MA3PVGJ,ACM01, 多路連接頭/3-PORTS 及高壓連接管(單層PVC可達1000psi)," ""JSM""MANIFOLDS(3 PORT/500PSI W/PVC 1000PSI)""吉生""多路引流器",06-013005-04;06, SET,250.0,吉生,衛署醫器製字第003227號,,,0
111, ACM01MA4PVGJ,ACM01, 多路連接頭/4-PORTS 及高壓連接管(單層PVC可達1000psi)," ""JSM""MANIFOLDS(4 PORT/500PSI W/PVC 1000PSI)""吉生""多路引流器",06-014005-04;06, SET,250.0,吉生,衛署醫器製字第003227號,,,0
111, ACP01CA123R5,ACP01, 開心用灌流接頭/直型、Y型接頭," ""里凡諾瓦""心臟麻痺轉接器(開心用灌流接頭/直型、Y型接頭)""LivaNova"" CARDIOPLEGIA ADAPTERS",CA-10010;CA-10020;CA-10030;CA-10040;CA-11030, 個,88.0,中訊企業,衛署醫器輸字第010379號,,,0
111, ACP0147166GJ,ACP01, 開心用灌流接頭/直型、Y型接頭, “吉生”體外循環管組-Y型&直型&漸細連接器(附LUER) ”JSM” HEART LUNG PACK-Y&STRAIGHT&REDUCER CONNECTOR(WITH LUER),47-000021:22-01:1247-000054:55-01:0447-000166:167-01:04(47-000167-00自1040301生效), 個,88.0,吉生,衛署醫器製字第003920號,,,0
111, ACP01ECTBSM6,ACP01, 開心用灌流接頭/直型、Y型接頭, EXTRACORPOREAL TUBING STRAIGHT CONNECTOR,ECTB/CP2283, EA,88.0,宇仁,衛署醫器製字第001033號,,,0
111, ACP01ECTBYM6,ACP01, 開心用灌流接頭/直型、Y型接頭, EXTRACORPOREAL TUBING Y-CONNECTOR,ECTB/CP3341;ECTB/CP3383, EA,88.0,宇仁,衛署醫器製字第001033號,,,0
111, ACP0146201H9,ACP01, 開心用灌流接頭/直型、Y型接頭," ""華億""體外循環管組""HYM""HEART LUNG PACK-Y & STRAIGHT & REDUCER CONNECTOR(WITH LUER)",47-000021-01:10;47-000022-01:10;47-000054-01:04;47-000055-01:04;47-000166-01:04;47-000167-00:01, EA,88.0,華億,衛署醫器製字第001297號,,,0
111, ACPD1C4129BT,ACPD1, 腹膜透析鈦接頭," ""百特""鈦金屬接頭 ""BAXTER"" ADAPTER FOR PERITONEAL DIALYSIS CATHETER",5C4129, EA,1482.0,百特,衛署醫器輸字第007745號,,,0
111, ACPD1MTC01M0,ACPD1, 腹膜透析鈦接頭, “美康”腹膜透析導管及配件：鈦金屬接頭“MEDCOMP” PERITONEAL DIALYSIS CATHETER AND ACCESSORIES,MTC, 組,1482.0,百特,衛部醫器輸字第030203號,,,0
111, ACPTC9140068,ACPTC, PTCA氣球導管或導引管用接頭/單Y型," ""美得靈"" 娜米克摩斯Y型轉接頭""MEDLINE"" NAMIC MORSE Y-ADAPTOR",H965914000251;H965914000281;H965914002251;H965914002281, 個,931.0,六霖,衛署醫器輸字第010462號,,,0
111, ACPTCPFLPW5S,ACPTC, PTCA氣球導管或導引管用接頭/單Y型," ""昕力""一次性使用Y型連接器套件""SUNMED"" HAEMOSTATIC VALVES",SM-HV-8PFLPW-TB, 組,931.0,凱薩琳,衛部醫器陸輸字第000977號,,,0
111, ACPTCYCNTR8R,ACPTC, PTCA氣球導管或導引管用接頭/單Y型, “亞提斯” Y型連接器“ARTHESYS” Y-CONNECTOR,18020005:18020013, 組,931.0,凱薩琳,衛部醫器輸字第034464號,,,0
111, ACM01PT003CK,ACM01, 三路活塞連接頭/附LEUK，2-PORTS, 2-PORTS MANIFOLD 連接頭,2PTWS-MLL-R;L, EA,250.0,曲克,衛署醫器輸字第009727號,,,0
111, ACS036494CBB,ACS03, 抗藥型三路活塞接頭(抗Cyclosporin、Cyclophosphamide、Etoposide、Nimodipine、Phenytoin-sodium), “柏朗”輸液轉換活塞 DISCOFIX MULTIDIRECTIONAL STOPCOCKS,16494C;16495C;16496C;16497C, 個,25.0,台灣柏朗,衛署醫器輸字第019852號,,,0
111, ACVP105103B0,ACVP1, 腦室腹腔引流組接頭/直式, CSF CATHETER CONNECTOR，STRAIGHT,05103(5103自1040701刪除)(05103自1040701生效), EA,380.0,長安,衛署醫器製字第001388號,,,0
111, ACVP123048CM,ACVP1, 腦室腹腔引流組接頭/直式, HAKIM STRAIGHT CONNECTOR,82-3048, EA,380.0,科舉,衛署醫器輸字第007778號,,,0
111, ACVP182150CM,ACVP1, 腦室腹腔引流組接頭/直式, ACCU-FLO STRAIGHT CONNECTORS(METAL，PLASTIC),82-1501;82-1504, EA,380.0,科舉,衛署醫器輸字第011237號,,,0
111, ACVP145103PM,ACVP1, 腦室腹腔引流組接頭/直式, CONNECTOR,45103, EA,380.0,美敦力,衛署醫器輸字第009959號,,,0
111, ACVP105104B0,ACVP1, 腦室腹腔引流組接頭/L型, CSF CATHETER CONNECTOR，RIGHT ANGLE,05104(5104自1040701刪除)(05104自1040701生效), EA,660.0,長安,衛署醫器製字第001388號,,,0
111, ACVP182151CM,ACVP1, 腦室腹腔引流組接頭/L型, ACCU-FLO RIGHT ANGLE CONNECTORS(METAL，PLASTIC),82-1507;82-1511, EA,660.0,科舉,衛署醫器輸字第011237號,,,0
111, ACVP145104PM,ACVP1, 腦室腹腔引流組接頭/L型, CONNECTOR L型,45104, EA,660.0,美敦力,衛署醫器輸字第009959號,,,0
112,ACS033151313,ACS03,抗藥型三路活塞接頭(抗paclitaxel、busulfan、Fluorouracil)," ""特浦""安全三方活栓(安邇型)“TOP” THREE-WAY STOPCOCK (NL TYPE)",SR-FL-CP(R型),個,25.0, 台灣特浦,衛部醫器輸字第031513號,,,0
108,ACS036494CBB,ACS03,抗藥型三路活塞接頭,,16494C;16495C;16496C;16497C,個,25.0,台灣柏朗,衛署醫器輸字第019852號,“柏朗”輸液轉換活塞                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,DISCOFIX MULTIDIRECTIONAL STOPCOCKS                                                                                                                                                                                                             ,0
108,ACS036494CBB,ACS03,抗藥型三路活塞接頭,,16494C;16495C;16496C;16497C,個,25.0,台灣柏朗,衛署醫器輸字第019852號,“柏朗”輸液轉換活塞                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,DISCOFIX MULTIDIRECTIONAL STOPCOCKS                                                                                                                                                                                                             ,0
109,ACM0101285BB,ACM01,多路連接頭/2-PORTS,"ANGIODYN HIGHT PRESSURE MANIFOLDS STOPCOCKS DOUBLE PORTS 500PSI 1000PSI
",5012155;5012163;5012759;5012783;5012031;5012112;5012015;5012104;5012199,EA,180.0,台灣柏朗,衛署醫器輸字第018360號,,,0
109,ACM012P200NL,ACM01,多路連接頭/2-PORTS,"”娜維利斯特”娜米克血管造影多路水接頭”NAVILYST”NAMIC ANGIOGRAPHIC MANIFOLDS(2-PORT)
",640-38200;38202;700-36;37;38;39-200;202;700-37212;38212;39212,EA,180.0,六霖,衛署醫器輸字第021129號,,,0
109,ACM01502RXMR,ACM01,多路連接頭/2-PORTS,MANIFOLD 2-PORTS 500 PSI,502HF-R,EA,180.0,科達,衛署醫器輸字第010140號,,,0
109,ACM01APMF2H9,ACM01,多路連接頭/2-PORTS,ANGIO PACK:MANIFOLDS 2 PORT/500,20-1002-03-01;02,EA,180.0,華億,衛署醫器製字第001681號,,,0
109,ACM01MAN2NBQ,ACM01,多路連接頭/2-PORTS,”邦特”多管道引流器,BT-MF-25;50-B;W-F;O-2-B;H-P-TB;BT-MF-25;50-B;W-F;O-2-B;H-TB,個,180.0,邦特,衛部醫器製字第004579號,,,0
109,ACM01MAN2PGJ,ACM01,多路連接頭/2-PORTS,MANIFOLDS (2 PORT 500PSI)多路引流器,06-002005-01;06-102005-01(06-002006-01;06-102006-01自1041101生效),個,180.0,吉生,衛署醫器製字第003065號,,,0
109,ACM01MFD225S,ACM01,多路連接頭/2-PORTS,“昕力”一次性使用連通器:2路“SUNMED” MANIFOLD AND STOPCOCKS:2 PORT,SM-MF-21;SM-MF-22,個,180.0,凱薩琳,衛部醫器陸輸字第000819號,,,0
109,ACM0101286BB,ACM01,多路連接頭/3-PORTS,ANGIODYN HIGHT PRESSURE MANIFOLDS STOPCOCKS TRIPLE PORTS 500PSI 1000PSI,5012813;5012848;5012074;5012066;5012893;5012094,EA,200.0,台灣柏朗,衛署醫器輸字第018360號,,,0
109,ACM013P700NL,ACM01,多路連接頭/3-PORTS,"”娜維利斯特”娜米克血管造影多路水接頭”NAVILYST”NAMIC ANGIOGRAPHIC MANIFOLDS(3-PORT)
",640-38301;700-36;37;38;39-301;303;700-37;38;39-313,EA,200.0,六霖,衛署醫器輸字第021129號,,,0
109,ACM01503RXMR,ACM01,多路連接頭/3-PORTS,MANIFOLD 3-PORTS 500 PSI,503HF-R,EA,200.0,科達,衛署醫器輸字第010140號,,,0
109,ACM01APMF3H9,ACM01,多路連接頭/3-PORTS,ANGIO PACK:MANIFOLDS 3 PORT/500,20-1002-03-03,EA,200.0,華億,衛署醫器製字第001681號,,,0
109,ACM01MAN3NBQ,ACM01,多路連接頭/3-PORTS,”邦特”多管道引流器”BIOTEQ”MANIFOLDS,BT-MF-25;50-B;W-F;O-3-B;H-P-TB;BT-MF-25;50-B;W-F;O-3-B;H-TB,個,200.0,邦特,衛部醫器製字第004579號,,,0
109,ACM01MAN3PGJ,ACM01,多路連接頭/3-PORTS,MANIFOLDS (3 PORT 500PSI)多路引流器,06-003005-01;(06-003006-01自1041101生效),個,200.0,吉生,衛署醫器製字第003065號,,,0
109,ACM01MFD325S,ACM01,多路連接頭/3-PORTS,“昕力”一次性使用連通器:3路“SUNMED” MANIFOLD AND STOPCOCKS:3 PORT,SM-MF-31;SM-MF-32,個,200.0,凱薩琳,衛部醫器陸輸字第000819號,,,0
109,ACM014P200NL,ACM01,多路連接頭/4-PORTS,"”娜維利斯特”娜米克血管造影多路水接頭”NAVILYST”NAMIC ANGIOGRAPHIC MANIFOLDS(4-PORT)
",640-38402;404;700-37;38;39-402;404;700-37;38;39-414,EA,261.0,六霖,衛署醫器輸字第021129號,,,0
109,ACM01MAN4NBQ,ACM01,多路連接頭/4-PORTS,”邦特”多管道引流器”BIOTEQ”MANIFOLDS,BT-MF-25;50-B;W-F;O-4-B;H-P-TB;BT-MF-25;50-B;W-F;O-4-B;H-TB,個,261.0,邦特,衛部醫器製字第004579號,,,0
109,ACM01MAN4PGJ,ACM01,多路連接頭/4-PORTS,MANIFOLDS (4 PORT 500PSI)多路引流器,06-004005-01,EA,261.0,吉生,衛署醫器製字第003065號,,,0
109,ACM01MFD425S,ACM01,多路連接頭/4-PORTS,“昕力”一次性使用連通器:4路“SUNMED” MANIFOLD AND STOPCOCKS:4 PORT,SM-MF-41;SM-MF-42,個,261.0,凱薩琳,衛部醫器陸輸字第000819號,,,0
109,ACM01M3P4HGJ,ACM01,多路連接頭/2個3-PORTS(500PSI)+4條中壓連接管(PVC可達500psi)+1條高壓連接管(雙層PU可達1200PSI),”JSM” 2個3-PORTS MANIFOLDS (500PSI)+4條PRESSURE TUBING (PVC可達500PSI)+1條HIGH PRESSURE TUBING (雙層PU可達1200PSI)”吉生”多路引流器,06-104;124;204;244;304;364;404;484;604;724;844;964-101;201;301;481;721-23,SET,721.0,吉生,衛署醫器製字第003388號,,,0
109,CDDC1039901V,CDDC1,CANISTER　WITH　GEL／真空罐,”雃博”立補負壓傷口治療系統-真空罐含接頭及引管”APEX”ZIP NEGATIVE PRESSURE WOUND THERAPY SYSTEM,FH020001,個,1787.0,雃博,衛署醫器製字第003990號,,,0
109,CDDC1100166F,CDDC1,CANISTER　WITH　GEL／真空罐,“暄達”負壓傷口治療系統-收集罐(未滅菌)“CARILEX”NEGATIVE PRESSURE WOUND THERAPY SYSTEM-CANISTER 300、500、1000 CC/ML,S1001-6020;S1001-6040;S1001-6060,個,1787.0,暄達,衛部醫器製字第005375號,,,0
109,CDDC1100466F,CDDC1,CANISTER　WITH　GEL／真空罐,“暄達”負壓傷口治療機-可鎖式接頭 收集罐150CC/ML “CARILEX” VT．ONE AND VT．ONE 60 DAYS NEGATIVE PRESSURE WOUND THERAPY SYSTEM-CANISTER,S1004-6010,個,1787.0,暄達,衛部醫器製字第005719號,,,0
109,CDDC112010SN,CDDC1,CANISTER　WITH　GEL／真空罐,”史耐輝”非動力式，單一病人使用，可攜帶式之抽吸器具(未滅菌)”SMITH & NEPHEW” NONPOWERED， SINGLE PATIENT， PORTABLE SUCTION APPARATUS (NON-STERILE),66800912;66800913;66800914;66800916,個,1787.0,英商史耐輝,衛署醫器輸壹字第012010號,,,0
109,CDDC114121QE,CDDC1,CANISTER　WITH　GEL／真空罐,”戴聞”非動力式，單一病人使用，可攜帶式之抽吸器具(未滅菌)”DEVON” NONPOWERED， SINGLE PATIENT， PORTABLE SUCTION APPARATUS (NON-STERILE)100ML、400ML,EC2400-100C;EC2400-400C,個,1787.0,戴聞,衛部醫器輸壹字第014121號,,,0
109,CDDC126329KC,CDDC1,CANISTER　WITH　GEL／真空罐,“凱西爾”訊息型負壓輔助癒合治療儀-滲液收集罐“KCI” INFOVAC THERAPY UNIT 500ML,M8275063/5;M8275063/10;M8275071/5;M8275071/10,個,1787.0,佑康,衛部醫器輸字第026329號,,,0
109,CDDC126330KC,CDDC1,CANISTER　WITH　GEL／真空罐,“凱西爾”活動型負壓輔助癒合治療儀-滲液收集罐“KCI” ACTIVAC THERAPY UNIT 300ML,M8275058/5;M8275058/10,個,1787.0,佑康,衛部醫器輸字第026330號,,,0
109,CDDC1G500A7N,CDDC1,CANISTER　WITH　GEL／真空罐,“凱瑞斯II”負壓泡綿傷口敷料及其配件(滅菌)-引流罐“CURATIOS II” NEGATIVE PRESSURE WOUND DRESSING AND ACCESSORIES(STERILE)-CANISTER,PSG500A;PSG750A,個,1787.0,世亨,衛部醫器製字第005470號,,,0
109,CDDC1PG5007N,CDDC1,CANISTER　WITH　GEL／真空罐,“凱瑞斯”PVA負壓泡綿傷口敷料及其配件(滅菌)-引流罐“CURATIOS” PVA NEGATIVE PRESSURE WOUND DRESSING AND ACCESSORIES(STERILE)500ML、750ML,PSA500;PSA500A;PSA750;PSA750A,個,1787.0,世亨,衛部醫器製字第005716號,,,0
109,CDDC1S00DC5G,CDDC1,CANISTER　WITH　GEL／真空罐,”潔利定”負壓傷口治療系統-單一病人使用可攜帶式之集液瓶”GENADYNE” WOUND VACUUM SYSTEM 400ML 600ML,A4-S00D4;A4-S00D6,包,1787.0,矽正,衛部醫器輸字第027502號,,,0
109,CDDC1SG5007N,CDDC1,CANISTER　WITH　GEL／真空罐,“凱瑞斯”負壓泡綿傷口敷料及其配件(滅菌)-引流罐“CURATIOS” NEGATIVE PRESSURE WOUND DRESSING AND ACCESSORIES (STERILE)-CANISTER 500CC、750CC,PSG500;PSG750,個,1787.0,世亨,衛部醫器製字第005373號,,,0
109,ACM0101285BB,ACM01,多路連接頭/2-PORTS,"ANGIODYN HIGHT PRESSURE MANIFOLDS STOPCOCKS DOUBLE PORTS 500PSI 1000PSI
",5012155;5012163;5012759;5012783;5012031;5012112;5012015;5012104;5012199,EA,180.0,台灣柏朗,衛署醫器輸字第018360號,,,0
109,ACM012P200NL,ACM01,多路連接頭/2-PORTS,"”娜維利斯特”娜米克血管造影多路水接頭”NAVILYST”NAMIC ANGIOGRAPHIC MANIFOLDS(2-PORT)
",640-38200;38202;700-36;37;38;39-200;202;700-37212;38212;39212,EA,180.0,六霖,衛署醫器輸字第021129號,,,0
109,ACM01502RXMR,ACM01,多路連接頭/2-PORTS,MANIFOLD 2-PORTS 500 PSI,502HF-R,EA,180.0,科達,衛署醫器輸字第010140號,,,0
109,ACM01APMF2H9,ACM01,多路連接頭/2-PORTS,ANGIO PACK:MANIFOLDS 2 PORT/500,20-1002-03-01;02,EA,180.0,華億,衛署醫器製字第001681號,,,0
109,ACM01MAN2NBQ,ACM01,多路連接頭/2-PORTS,”邦特”多管道引流器,BT-MF-25;50-B;W-F;O-2-B;H-P-TB;BT-MF-25;50-B;W-F;O-2-B;H-TB,個,180.0,邦特,衛部醫器製字第004579號,,,0
109,ACM01MAN2PGJ,ACM01,多路連接頭/2-PORTS,MANIFOLDS (2 PORT 500PSI)多路引流器,06-002005-01;06-102005-01(06-002006-01;06-102006-01自1041101生效),個,180.0,吉生,衛署醫器製字第003065號,,,0
109,ACM01MFD225S,ACM01,多路連接頭/2-PORTS,“昕力”一次性使用連通器:2路“SUNMED” MANIFOLD AND STOPCOCKS:2 PORT,SM-MF-21;SM-MF-22,個,180.0,凱薩琳,衛部醫器陸輸字第000819號,,,0
109,ACM0101286BB,ACM01,多路連接頭/3-PORTS,ANGIODYN HIGHT PRESSURE MANIFOLDS STOPCOCKS TRIPLE PORTS 500PSI 1000PSI,5012813;5012848;5012074;5012066;5012893;5012094,EA,200.0,台灣柏朗,衛署醫器輸字第018360號,,,0
109,ACM013P700NL,ACM01,多路連接頭/3-PORTS,"”娜維利斯特”娜米克血管造影多路水接頭”NAVILYST”NAMIC ANGIOGRAPHIC MANIFOLDS(3-PORT)
",640-38301;700-36;37;38;39-301;303;700-37;38;39-313,EA,200.0,六霖,衛署醫器輸字第021129號,,,0
109,ACM01503RXMR,ACM01,多路連接頭/3-PORTS,MANIFOLD 3-PORTS 500 PSI,503HF-R,EA,200.0,科達,衛署醫器輸字第010140號,,,0
109,ACM01APMF3H9,ACM01,多路連接頭/3-PORTS,ANGIO PACK:MANIFOLDS 3 PORT/500,20-1002-03-03,EA,200.0,華億,衛署醫器製字第001681號,,,0
109,ACM01MAN3NBQ,ACM01,多路連接頭/3-PORTS,”邦特”多管道引流器”BIOTEQ”MANIFOLDS,BT-MF-25;50-B;W-F;O-3-B;H-P-TB;BT-MF-25;50-B;W-F;O-3-B;H-TB,個,200.0,邦特,衛部醫器製字第004579號,,,0
109,ACM01MAN3PGJ,ACM01,多路連接頭/3-PORTS,MANIFOLDS (3 PORT 500PSI)多路引流器,06-003005-01;(06-003006-01自1041101生效),個,200.0,吉生,衛署醫器製字第003065號,,,0
109,ACM01MFD325S,ACM01,多路連接頭/3-PORTS,“昕力”一次性使用連通器:3路“SUNMED” MANIFOLD AND STOPCOCKS:3 PORT,SM-MF-31;SM-MF-32,個,200.0,凱薩琳,衛部醫器陸輸字第000819號,,,0
109,ACM014P200NL,ACM01,多路連接頭/4-PORTS,"”娜維利斯特”娜米克血管造影多路水接頭”NAVILYST”NAMIC ANGIOGRAPHIC MANIFOLDS(4-PORT)
",640-38402;404;700-37;38;39-402;404;700-37;38;39-414,EA,261.0,六霖,衛署醫器輸字第021129號,,,0
109,ACM01MAN4NBQ,ACM01,多路連接頭/4-PORTS,”邦特”多管道引流器”BIOTEQ”MANIFOLDS,BT-MF-25;50-B;W-F;O-4-B;H-P-TB;BT-MF-25;50-B;W-F;O-4-B;H-TB,個,261.0,邦特,衛部醫器製字第004579號,,,0
109,ACM01MAN4PGJ,ACM01,多路連接頭/4-PORTS,MANIFOLDS (4 PORT 500PSI)多路引流器,06-004005-01,EA,261.0,吉生,衛署醫器製字第003065號,,,0
